InChI,nAtomP,nB,nAtomLC,naAromAtom,nAromBond,ALogP,nRotB,MLogP,XLogP,LipinskiFailures,ALogp2,AMR,nAtomLAC,nHBDon,nAtom
InChI=1S/C4H8Cl2O2/c5-3-7-1-2-8-4-6/h1-4H2,0.0,7.0,8.0,0.0,0.0,0.79339998960495,5.0,1.46000003814697,0.643999993801117,0.0,0.629483580589294,33.3348007202148,2.0,0.0,16.0
InChI=1S/C4H8N2O/c7-5-6-3-1-2-4-6/h1-4H2,3.0,7.0,2.0,0.0,0.0,-0.666599988937378,1.0,1.57000005245209,0.46000000834465,0.0,0.444355547428131,23.9046993255615,0.0,0.0,15.0
InChI=1S/C4H8N4O2/c9-5-7-1-2-8(6-10)4-3-7/h1-4H2,3.0,10.0,2.0,0.0,0.0,-0.181199997663498,2.0,1.24000000953674,-0.512000024318695,0.0,0.0328334383666515,36.1629981994629,0.0,0.0,18.0
InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,0.0,5.0,0.0,0.0,0.0,-0.706900000572205,0.0,1.78999996185303,0.526000022888184,0.0,0.499707609415054,16.86669921875,0.0,0.0,13.0
InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,0.0,6.0,0.0,0.0,0.0,-0.261799991130829,0.0,1.67999994754791,-0.379999995231628,0.0,0.0685392394661903,22.0869998931885,0.0,0.0,14.0
InChI=1S/C5H10N2O/c8-6-7-4-2-1-3-5-7/h1-5H2,3.0,8.0,2.0,0.0,0.0,-0.954599976539612,1.0,1.67999994754791,0.818000018596649,0.0,0.911261141300201,26.8162994384766,0.0,0.0,18.0
InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,7.0,7.0,2.0,5.0,5.0,-0.346500009298325,1.0,1.78999996185303,1.057000041008,0.0,0.120062246918678,7.91300010681152,0.0,0.0,11.0
InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H,6.0,6.0,0.0,6.0,6.0,0.0,0.0,1.89999997615814,1.39999997615814,0.0,0.0,0.0,0.0,0.0,11.0
InChI=1S/C6Cl5NO2/c7-1-2(8)4(10)6(12(13)14)5(11)3(1)9,9.0,14.0,2.0,6.0,6.0,3.67490005493164,1.0,1.24000000953674,3.16300010681152,0.0,13.5048904418945,30.9638004302979,0.0,0.0,14.0
InChI=1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9,6.0,12.0,0.0,6.0,6.0,4.4657998085022,0.0,1.46000003814697,3.37199997901917,0.0,19.9433689117432,33.6935997009277,0.0,0.0,12.0
InChI=1S/C6H12N2O/c9-7-8-5-3-1-2-4-6-8/h1-6H2,3.0,9.0,2.0,0.0,0.0,-1.24259996414185,1.0,1.78999996185303,1.17599999904633,0.0,1.54405474662781,29.7278995513916,0.0,0.0,21.0
InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H,6.0,8.0,0.0,6.0,6.0,1.48860001564026,0.0,1.89999997615814,2.98799991607666,0.0,2.21592998504639,11.2312002182007,0.0,0.0,12.0
InChI=1S/C6H4ClNO2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,9.0,10.0,2.0,6.0,6.0,0.697700023651123,1.0,1.67999994754791,2.77900004386902,0.0,0.486785292625427,8.50139999389648,0.0,0.0,14.0
InChI=1S/C6H4ClNO2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,9.0,10.0,3.0,6.0,6.0,0.697700023651123,1.0,1.67999994754791,2.77900004386902,0.0,0.486785292625427,8.50139999389648,0.0,0.0,14.0
InChI=1S/C6H4F4N2/c7-1-2(8)5(11)4(10)6(12)3(1)9/h11-12H2,8.0,12.0,0.0,6.0,6.0,0.418999999761581,0.0,1.46000003814697,0.572000026702881,0.0,0.175560995936394,11.9342002868652,0.0,,16.0
InChI=1S/C6H4O2/c7-5-1-2-6(8)4-3-5/h1-4H,8.0,8.0,0.0,0.0,0.0,-0.0187999997287989,0.0,1.89999997615814,-0.228000000119209,0.0,0.000353440002072603,31.0287990570068,0.0,0.0,12.0
InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,9.0,9.0,3.0,6.0,6.0,-0.0465999990701675,1.0,1.78999996185303,2.89400005340576,0.0,0.00217155995778739,2.88579988479614,0.0,0.0,14.0
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,6.0,6.0,0.0,6.0,6.0,0.0,0.0,2.11999988555908,4.06199979782104,0.0,0.0,0.0,0.0,0.0,12.0
InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,0.0,12.0,0.0,0.0,0.0,4.16340017318726,0.0,1.46000003814697,3.83400011062622,0.0,17.3339004516602,54.0810012817383,0.0,0.0,18.0
InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,7.0,12.0,0.0,6.0,6.0,3.26119995117188,0.0,1.46000003814697,2.31299996376038,0.0,10.635425567627,30.642599105835,0.0,1.0,13.0
InChI=1S/C7H3Cl5O/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h1H3,7.0,13.0,2.0,6.0,6.0,3.66969990730286,1.0,1.57000005245209,2.83200001716614,0.0,13.4666976928711,35.393798828125,0.0,0.0,16.0
InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,8.0,8.0,2.0,6.0,6.0,-0.192399993538857,1.0,2.11999988555908,3.07999992370605,0.0,0.0370177589356899,6.29390001296997,0.0,0.0,14.0
InChI=1S/C8H6O/c1-2-4-8-7(3-1)5-6-9-8/h1-6H,7.0,10.0,0.0,6.0,10.0,-0.154100000858307,0.0,2.23000001907349,2.64599990844727,0.0,0.0237468108534813,1.61909997463226,0.0,0.0,15.0
InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,9.0,12.0,0.0,6.0,6.0,0.00609999988228083,0.0,2.23000001907349,2.45099997520447,0.0,3.72100003005471e-05,15.7062997817993,0.0,0.0,19.0
InChI=1S/CH2Cl2/c2-1-3/h1H2,0.0,2.0,3.0,0.0,0.0,1.07290005683899,0.0,1.35000002384186,1.51900005340576,0.0,1.15111446380615,16.4382991790771,0.0,0.0,5.0
InChI=1S/CH3NO2/c1-2(3)4/h1H3,2.0,3.0,4.0,0.0,0.0,-0.280600011348724,0.0,1.24000000953674,0.34799998998642,0.0,0.0787363573908806,8.30230045318604,0.0,0.0,7.0
InChI=1S/CHBr2Cl/c2-1(3)4/h1H,0.0,3.0,4.0,0.0,0.0,2.02480006217957,0.0,1.24000000953674,2.75,0.0,4.09981489181519,26.9811992645264,0.0,0.0,5.0
InChI=1S/CHBrCl2/c2-1(3)4/h1H,0.0,3.0,4.0,0.0,0.0,1.82099997997284,0.0,1.24000000953674,2.41199994087219,0.0,3.31604099273682,24.172700881958,0.0,0.0,5.0
InChI=1S/CHCl3/c2-1(3)4/h1H,0.0,3.0,4.0,0.0,0.0,1.6172000169754,0.0,1.24000000953674,2.07399988174438,0.0,2.6153359413147,21.364200592041,0.0,0.0,5.0
